|Hastings Highlands| 85           
|North Bay| 86   17792.0 5160.0 18055.0 12462.0 23805.0 33783.0 21369.0 21435.0 29208.0
Ottawa 87  17798.0  22829.0 17429.0 22963.0 19325.0 36149.0 20883.0 25809.0 25425.0
|Greater Sudbury / Grand Sudbury| 88   23432.0  23521.0 18102.0 29265.0 41533.0 26109.0 26175.0 30948.0
Toronto 89  18555.0 31682.0 23586.0  8577.0 7716.0 18627.0 3738.0 7323.0 8764.0
Barrie 90  13078.0 39772.0 18109.0 6840.0  11554.0 23642.0 10980.0 11325.0 15964.0
Peterborough 91  24714.0 20439.0 29745.0 7656.0 15670.0  20716.0 11371.0 13464.0 16155.0
|Port Colborne| 92  28996.0  34027.0 10388.0 18128.0 18764.0  9198.0 17059.0 18226.0
Hamilton 93  20838.0 35040.0 25869.0 5288.0 12874.0 11076.0 12118.0  8046.0 7384.0
Kitchener 94  21461.0 38603.0 26492.0 6835.0 12391.0 12871.0 18865.0 9204.0  
London 95  29588.0 40576.0 34619.0 8452.0 17785.0 15567.0 17168.0 7906.0 7394.0 
