|Hastings Highlands| 85           
|North Bay| 86   365043.0 121650.0 349503.0 253215.0 479276.0 543887.0 420286.0 448723.0 552516.0
Ottawa 87  363360.0  484842.0 445506.0 541578.0 480300.0 698044.0 516070.0 572201.0 639152.0
|Greater Sudbury / Grand Sudbury| 88   489359.0  425516.0 329228.0 555289.0 676272.0 495055.0 524736.0 617825.0
Toronto 89  349636.0 746074.0 471118.0  112506.0 136626.0 252145.0 70445.0 119465.0 185809.0
Barrie 90  253684.0 857210.0 375166.0 104539.0  226361.0 347332.0 175221.0 192035.0 289448.0
Peterborough 91  483459.0 481874.0 604941.0 135725.0 248193.0  321037.0 206132.0 254835.0 329685.0
|Port Colborne| 92  526103.0  647585.0 153145.0 281287.0 314220.0  100857.0 297290.0 368153.0
Hamilton 93  413855.0 813453.0 535337.0 68288.0 177255.0 201406.0 138745.0  145476.0 140695.0
Kitchener 94  449291.0 864671.0 570773.0 109499.0 192732.0 246118.0 282831.0 143566.0  
London 95  534505.0 950130.0 655987.0 185915.0 317158.0 341287.0 275899.0 143364.0 95927.0 
