city_from,city_to,transitmode,persona,total distance,total time,total Cost,start time,transfertime,eagres time,stop 1 lat,stop 1 long,stop 2 lat,stop 2 long,stop 3 lat,stop 3 long,stop 4 lat,stop 4 long
Hastings Highlands,Greater Sudbury,3,2,N/A,,,,,,,,,,,,,
Hastings Highlands,Kitchener ,3,2,N/A,,,,,,,,,,,,,
Hastings Highlands,Barrie,3,2,N/A,,,,,,,,,,,,,
Hastings Highlands,Ottawa,3,2,N/A,,,,,,,,,,,,,
Hastings Highlands,North Bay ,3,2,N/A,,,,,,,,,,,,,
Hastings Highlands,London,3,3,N/A,,,,,,,,,,,,,
Hastings Highlands,Hamilton,3,3,N/A,,,,,,,,,,,,,
Hastings Highlands,Toronto,3,3,N/A,,,,,,,,,,,,,
Hastings Highlands,Greater Sudbury,3,3,N/A,,,,,,,,,,,,,
Hastings Highlands,Kitchener ,3,3,N/A,,,,,,,,,,,,,
Hastings Highlands,Barrie,3,3,N/A,,,,,,,,,,,,,
Hastings Highlands,Ottawa,3,3,N/A,,,,,,,,,,,,,
Hastings Highlands,North Bay ,3,3,N/A,,,,,,,,,,,,,
Hastings Highlands,London,3,4,N/A,,,,,,,,,,,,,
Hastings Highlands,Hamilton,3,4,N/A,,,,,,,,,,,,,
Hastings Highlands,Toronto,3,4,N/A,,,,,,,,,,,,,
Hastings Highlands,Greater Sudbury,3,4,N/A,,,,,,,,,,,,,
Hastings Highlands,Kitchener ,3,4,N/A,,,,,,,,,,,,,
Hastings Highlands,Barrie,3,4,N/A,,,,,,,,,,,,,
Hastings Highlands,Ottawa,3,4,N/A,,,,,,,,,,,,,
Hastings Highlands,North Bay ,3,4,N/A,,,,,,,,,,,,,
Hastings Highlands,London,3,5,N/A,,,,,,,,,,,,,
Hastings Highlands,Hamilton,3,5,N/A,,,,,,,,,,,,,
Hastings Highlands,Toronto,3,5,N/A,,,,,,,,,,,,,
Hastings Highlands,Greater Sudbury,3,5,N/A,,,,,,,,,,,,,
Hastings Highlands,Kitchener ,3,5,N/A,,,,,,,,,,,,,
Hastings Highlands,Barrie,3,5,N/A,,,,,,,,,,,,,
Hastings Highlands,Ottawa,3,5,N/A,,,,,,,,,,,,,
Hastings Highlands,North Bay ,3,5,N/A,,,,,,,,,,,,,
Peterborough,London,3,1,338km,7h50min,$55.10,5:30 AM,7:45AM-10:45AM,1:20 PM,44.304691,-78.323045,43.646652,-79.384396,42.980546,-81.250705,,
Peterborough,Hamilton,3,1,204km,6h,$40.30,5:30 AM,7:45AM-10AM,11:30 AM,44.304691,-78.323045,43.646652,-79.384396,43.253217,-79.869159,,
Peterborough,Toronto,3,1,146km,2h15min,$13.90,5:30 AM,,7:45 AM,44.304691,-78.323045,43.646652,-79.384396,,,,
Peterborough,Greater Sudbury,3,1,398km,9h29min,$74.70,12:01 PM,1:45PM-4PM,9:30 PM,44.304691,-78.323045,43.646652,-79.384396,46.504838,-80.938205,,
Peterborough,Kitchener ,3,1,230km,4h55min,$22.50,5:30 AM,7:45AM-8:30AM ,10:25 AM,44.304691,-78.323045,43.646652,-79.384396,43.449564,-80.492256,,
Peterborough,Barrie,3,1,217km,5h19min,$40.30,12:01 PM,1:45PM-3:15PM,5:20 PM,44.304691,-78.323045,43.646652,-79.384396,44.387776,-79.690978,,
Peterborough,Ottawa,3,1,268km,4h35min,$47.20,9:50 AM,,2:25 PM,44.304691,-78.323045,45.408603,-75.695007,,,,
Peterborough,North Bay ,3,1,320km,29h5min,$109.60,10:15 AM,2:20PM-12:10PM,3:20 PM,44.304691,-78.323045,45.826667,-77.110761,46.313901,-79.438546,,
Peterborough,Port Colborne,3,1,283km,6h35min,$28,5:30 AM,7:45AM-9:30AM,12:05 PM,44.304691,-78.323045,43.646652,-79.384396,42.886312,-79.251721,,
Peterborough,Hastings Highlands,3,1,128km,2h,$32.60,10:15 AM,,12:15 PM,44.304691,-78.323045,45.231021,-77.937785,,,,
Peterborough,London,3,2,338km,7h50min,$55.10,5:30 AM,7:45AM-10:45AM,1:20 PM,44.304691,-78.323045,43.646652,-79.384396,42.980546,-81.250705,,
Peterborough,Hamilton,3,2,204km,6h,$40.30,5:30 AM,7:45AM-10AM,11:30 AM,44.304691,-78.323045,43.646652,-79.384396,43.253217,-79.869159,,
Peterborough,Toronto,3,2,146km,1h50min,$14.90,11:15 AM,,1:05 PM,44.304691,-78.323045,43.646652,-79.384396,,,,
Peterborough,Greater Sudbury,3,2,398km,9h29min,$74.70,12:01 PM,1:45PM-4PM,9:30 PM,44.304691,-78.323045,43.646652,-79.384396,46.504838,-80.938205,,
Peterborough,Kitchener ,3,2,230km,5h45min,$25,11:15 AM,1:05PM-2PM,5:00 PM,44.304691,-78.323045,43.646652,-79.384396,43.449564,-80.492256,,
Peterborough,Barrie,3,2,217km,5h19min,$40.30,12:01 PM,1:45PM-3:15PM,5:20 PM,44.304691,-78.323045,43.646652,-79.384396,44.387776,-79.690978,,
Peterborough,Ottawa,3,2,268km,4h35min,$47.20,9:50 AM,,2:25 PM,44.304691,-78.323045,45.408603,-75.695007,,,,
Peterborough,North Bay ,3,2,320km,29h5min,$109.60,10:15 AM,2:20PM-12:10PM,3:20 PM,44.304691,-78.323045,45.826667,-77.110761,46.313901,-79.438546,,
Peterborough,Port Colborne,3,2,283km,6h35min,$28,5:30 AM,7:45AM-9:30AM,12:05 PM,44.304691,-78.323045,43.646652,-79.384396,42.886312,-79.251721,,
Peterborough,Hastings Highlands,3,2,128km,2h,$32.60,10:15 AM,,12:15 PM,44.304691,-78.323045,45.231021,-77.937785,,,,
Peterborough,London,3,3,338km,5h29min,$62.09,12:01 PM,1:45PM-2:30PM,5:30 PM,44.304691,-78.323045,43.646652,-79.384396,42.980546,-81.250705,,
Peterborough,Hamilton,3,3,204km,4h20min,$53.40,4:30 PM,6:20PM-7:15PM,8:50 PM,44.304691,-78.323045,43.775108,-79.254744,43.253217,-79.869159,,
Peterborough,Toronto,3,3,146km,1h50min,$17.90,11:15 AM,,1:05 PM,44.304691,-78.323045,43.646652,-79.384396,,,,
Peterborough,Greater Sudbury,3,3,398km,9h29min,$83.70,12:01 PM,1:45PM-4PM,9:30 PM,44.304691,-78.323045,43.646652,-79.384396,46.504838,-80.938205,,
Peterborough,Kitchener ,3,3,230km,5h45min,$29,11:15 AM,1:05PM-2PM,5:00 PM,44.304691,-78.323045,43.646652,-79.384396,43.449564,-80.492256,,
Peterborough,Barrie,3,3,217km,5h19min,$46.30,12:01 PM,1:45PM-3:15PM,5:20 PM,44.304691,-78.323045,43.646652,-79.384396,44.387776,-79.690978,,
Peterborough,Ottawa,3,3,268km,4h35min,$53.20,9:50 AM,,2:25 PM,44.304691,-78.323045,45.408603,-75.695007,,,,
Peterborough,North Bay ,3,3,320km,29h5min,$109.60,10:15 AM,2:20PM-12:10PM,3:20 PM,44.304691,-78.323045,45.826667,-77.110761,46.313901,-79.438546,,
Peterborough,Port Colborne,3,3,283km,8h20min,$34,11:15 AM,1:05PM-5:15PM,7:35 PM,44.304691,-78.323045,43.646652,-79.384396,42.886312,-79.251721,,
Peterborough,Hastings Highlands,3,3,128km,2h,$32.60,10:15 AM,,12:15 PM,44.304691,-78.323045,45.231021,-77.937785,,,,
Peterborough,London,3,4,338km,7h50min,$55.10,5:30 AM,7:45AM-10:45AM,1:20 PM,44.304691,-78.323045,43.646652,-79.384396,42.980546,-81.250705,,
Peterborough,Hamilton,3,4,204km,6h,$40.30,5:30 AM,7:45AM-10AM,11:30 AM,44.304691,-78.323045,43.646652,-79.384396,43.253217,-79.869159,,
Peterborough,Toronto,3,4,146km,1h50min,$14.90,11:15 AM,,1:05 PM,44.304691,-78.323045,43.646652,-79.384396,,,,
Peterborough,Greater Sudbury,3,4,398km,9h29min,$74.70,12:01 PM,1:45PM-4PM,9:30 PM,44.304691,-78.323045,43.646652,-79.384396,46.504838,-80.938205,,
Peterborough,Kitchener ,3,4,230km,4h55min,$22.50,5:30 AM,7:45AM-8:30AM ,10:25 AM,44.304691,-78.323045,43.646652,-79.384396,43.449564,-80.492256,,
Peterborough,Barrie,3,4,217km,5h19min,$40.30,12:01 PM,1:45PM-3:15PM,5:20 PM,44.304691,-78.323045,43.646652,-79.384396,44.387776,-79.690978,,
Peterborough,Ottawa,3,4,268km,4h35min,$47.20,9:50 AM,,2:25 PM,44.304691,-78.323045,45.408603,-75.695007,,,,
Peterborough,North Bay ,3,4,320km,29h5min,$109.60,10:15 AM,2:20PM-12:10PM,3:20 PM,44.304691,-78.323045,45.826667,-77.110761,46.313901,-79.438546,,
Peterborough,Port Colborne,3,4,283km,6h35min,$28,5:30 AM,7:45AM-9:30AM,12:05 PM,44.304691,-78.323045,43.646652,-79.384396,42.886312,-79.251721,,
Peterborough,Hastings Highlands,3,4,128km,2h,$32.60,10:15 AM,,12:15 PM,44.304691,-78.323045,45.231021,-77.937785,,,,
Peterborough,London,3,5,338km,5h29min,$62.09,12:01 PM,1:45PM-2:30PM,5:30 PM,44.304691,-78.323045,43.646652,-79.384396,42.980546,-81.250705,,
Peterborough,Hamilton,3,5,204km,4h20min,$53.40,4:30 PM,6:20PM-7:15PM,8:50 PM,44.304691,-78.323045,43.775108,-79.254744,43.253217,-79.869159,,
Peterborough,Toronto,3,5,146km,1h50min,$17.90,11:15 AM,,1:05 PM,44.304691,-78.323045,43.646652,-79.384396,,,,
Peterborough,Greater Sudbury,3,5,398km,9h29min,$83.70,12:01 PM,1:45PM-4PM,9:30 PM,44.304691,-78.323045,43.646652,-79.384396,46.504838,-80.938205,,
Peterborough,Kitchener ,3,5,230km,5h45min,$29,11:15 AM,1:05PM-2PM,5:00 PM,44.304691,-78.323045,43.646652,-79.384396,43.449564,-80.492256,,
Peterborough,Barrie,3,5,217km,5h19min,$46.30,12:01 PM,1:45PM-3:15PM,5:20 PM,44.304691,-78.323045,43.646652,-79.384396,44.387776,-79.690978,,
Peterborough,Ottawa,3,5,268km,4h35min,$53.20,9:50 AM,,2:25 PM,44.304691,-78.323045,45.408603,-75.695007,,,,
Peterborough,North Bay ,3,5,320km,29h5min,$109.60,10:15 AM,2:20PM-12:10PM,3:20 PM,44.304691,-78.323045,45.826667,-77.110761,46.313901,-79.438546,,
Peterborough,Port Colborne,3,5,283km,8h20min,$34,11:15 AM,1:05PM-5:15PM,7:35 PM,44.304691,-78.323045,43.646652,-79.384396,42.886312,-79.251721,,
Peterborough,Hastings Highlands,3,5,128km,2h,$32.60,10:15 AM,,12:15 PM,44.304691,-78.323045,45.231021,-77.937785,,,,
London,Peterborough,3,1,339km,5h45min,$55.10,4:00 AM,6:35AM-7:30AM,9:45 AM,42.980546,-81.250705,43.646652,-79.384396,44.304691,-78.323045,,
Hamilton,Peterborough,3,1,205km,5h45min,$40.30,11:00 AM,12:15PM-2:30PM,4:45 PM,43.253217,-79.869159,43.646652,-79.384396,44.304691,-78.323045,,
Toronto,Peterborough,3,1,145km,2h15min,$13.90,7:30 AM,,9:45 AM,43.646652,-79.384396,44.304691,-78.323045,,,,
Greater Sudbury,Peterborough,3,1,398km,9h50min,$74.70,9:00 AM,2:30PM-4PM,6:50 PM,46.504838,-80.938205,43.646652,-79.384396,44.304691,-78.323045,,
Kitchener ,Peterborough,3,1,232km,4h45min,$22.50,5:00 AM,7AM-7:30AM ,9:45 AM,43.449564,-80.492256,43.646652,-79.384396,44.304691,-78.323045,,
Barrie,Peterborough,3,1,217km,6h,$40.30,5:30 AM,7:05AM-9:30AM,11:30 AM,44.387776,-79.690978,43.646652,-79.384396,44.304691,-78.323045,,
Ottawa,Peterborough,3,1,268km,4h5min,$47.20,7:00 AM,,11:05 AM,45.408603,-75.695007,44.304691,-78.323045,,,,
North Bay ,Peterborough,3,1,321km,7h55min,$83.70,10:45 AM,1:40PM-2:30PM,6:40 PM,46.313901,-79.438546,45.826667,-77.110761,44.304691,-78.323045,,
Port Colborne,Peterborough,3,1,283km,6h5min,$28,5:25 AM,8:05AM-9:30AM,11:30 AM,42.886312,-79.251721,43.646652,-79.384396,44.304691,-78.323045,,
Hastings Highlands,Peterborough,3,1,N/A,,,,,,,,,,,,,
London,Peterborough,3,2,339km,6h,$55.10,10:45 AM,1:30PM-2:30PM,4:45 PM,42.980546,-81.250705,43.646652,-79.384396,44.304691,-78.323045,,
Hamilton,Peterborough,3,2,205km,5h45min,$40.30,11:00 AM,12:15PM-2:30PM,4:45 PM,43.253217,-79.869159,43.646652,-79.384396,44.304691,-78.323045,,
Toronto,Peterborough,3,2,145km ,2h,$13.90,9:30 AM,,11:30 AM,43.646652,-79.384396,44.304691,-78.323045,,,,
Greater Sudbury,Peterborough,3,2,398km,9h50min,$74.70,9:00 AM,2:30PM-4PM,6:50 PM,46.504838,-80.938205,43.646652,-79.384396,44.304691,-78.323045,,
Kitchener ,Peterborough,3,2,232km,7h15min,$25,9:30 AM,11:35AM-2:30PM,4:45 PM,43.449564,-80.492256,43.646652,-79.384396,44.304691,-78.323045,,
Barrie,Peterborough,3,2,217km,4h55min,$40.30,11:50 AM,1:30PM-2:30PM,4:45 PM,44.387776,-79.690978,43.646652,-79.384396,44.304691,-78.323045,,
Ottawa,Peterborough,3,2,268km,4h5min,$47.20,7:00 AM,,11:05 AM,45.408603,-75.695007,44.304691,-78.323045,,,,
North Bay ,Peterborough,3,2,321km,7h55min,$83.70,10:45 AM,1:40PM-2:30PM,6:40 PM,46.313901,-79.438546,45.826667,-77.110761,44.304691,-78.323045,,
Port Colborne,Peterborough,3,2,283km,6h5min,$28,5:25 AM,8:05AM-9:30AM,11:30 AM,42.886312,-79.251721,43.646652,-79.384396,44.304691,-78.323045,,
Hastings Highlands,Peterborough,3,2,N/A,,,,,,,,,,,,,
London,Peterborough,3,3,339km,6h,$62.10,10:45 AM,1:30PM-2:30PM,4:45 PM,42.980546,-81.250705,43.646652,-79.384396,44.304691,-78.323045,,
Hamilton,Peterborough,3,3,205km,5h45min,$46.30,11:00 AM,12:15PM-2:30PM,4:45 PM,43.253217,-79.869159,43.646652,-79.384396,44.304691,-78.323045,,
Toronto,Peterborough,3,3,145km,2h15min,$20.40,7:30 AM,,9:45 AM,43.646652,-79.384396,44.304691,-78.323045,,,,
Greater Sudbury,Peterborough,3,3,398km,9h50min,$83.70,9:00 AM,2:30PM-4PM,6:50 PM,46.504838,-80.938205,43.646652,-79.384396,44.304691,-78.323045,,
Kitchener ,Peterborough,3,3,232km,7h15min,$25,9:30 AM,11:35AM-2:30PM,4:45 PM,43.449564,-80.492256,43.646652,-79.384396,44.304691,-78.323045,,
Barrie,Peterborough,3,3,217km,4h55min,$46.30,11:50 AM,1:30PM-2:30PM,4:45 PM,44.387776,-79.690978,43.646652,-79.384396,44.304691,-78.323045,,
Ottawa,Peterborough,3,3,268km,4h5min,$53.20,7:00 AM,,11:05 AM,45.408603,-75.695007,44.304691,-78.323045,,,,
North Bay ,Peterborough,3,3,321km,7h55min,$83.70,10:45 AM,1:40PM-2:30PM,6:40 PM,46.313901,-79.438546,45.826667,-77.110761,44.304691,-78.323045,,
Port Colborne,Peterborough,3,3,283km,11h20min,$29,5:25 AM,8:05AM-2:30PM,4:45 PM,42.886312,-79.251721,43.646652,-79.384396,44.304691,-78.323045,,
Hastings Highlands,Peterborough,3,3,N/A,,,,,,,,,,,,,
London,Peterborough,3,4,339km,5h45min,$55.10,4:00 AM,6:35AM-7:30AM,9:45 AM,42.980546,-81.250705,43.646652,-79.384396,44.304691,-78.323045,,
Hamilton,Peterborough,3,4,205km,5h45min,$40.30,11:00 AM,12:15PM-2:30PM,4:45 PM,43.253217,-79.869159,43.646652,-79.384396,44.304691,-78.323045,,
Toronto,Peterborough,3,4,145km ,2h,$13.90,9:30 AM,,11:30 AM,43.646652,-79.384396,44.304691,-78.323045,,,,
Greater Sudbury,Peterborough,3,4,398km,9h50min,$74.70,9:00 AM,2:30PM-4PM,6:50 PM,46.504838,-80.938205,43.646652,-79.384396,44.304691,-78.323045,,
Kitchener ,Peterborough,3,4,232km,5h5min,$22.50,6:25 AM,8:20AM-9:30AM,11:30 AM,43.449564,-80.492256,43.646652,-79.384396,44.304691,-78.323045,,
Barrie,Peterborough,3,4,217km,6h,$40.30,5:30 AM,7:05AM-9:30AM,11:30 AM,44.387776,-79.690978,43.646652,-79.384396,44.304691,-78.323045,,
Ottawa,Peterborough,3,4,268km,4h5min,$47.20,7:00 AM,,11:05 AM,45.408603,-75.695007,44.304691,-78.323045,,,,
North Bay ,Peterborough,3,4,321km,7h55min,$83.70,10:45 AM,1:40PM-2:30PM,6:40 PM,46.313901,-79.438546,45.826667,-77.110761,44.304691,-78.323045,,
Port Colborne,Peterborough,3,4,283km,6h5min,$28,5:25 AM,8:05AM-9:30AM,11:30 AM,42.886312,-79.251721,43.646652,-79.384396,44.304691,-78.323045,,
Hastings Highlands,Peterborough,3,4,N/A,,,,,,,,,,,,,
London,Peterborough,3,5,339km,5h45min,$62.10,4:00 AM,6:35AM-7:30AM,9:45 AM,42.980546,-81.250705,43.646652,-79.384396,44.304691,-78.323045,,
Hamilton,Peterborough,3,5,205km,5h45min,$46.30,11:00 AM,12:15PM-2:30PM,4:45 PM,43.253217,-79.869159,43.646652,-79.384396,44.304691,-78.323045,,
Toronto,Peterborough,3,5,145km,2h15min,$20.40,7:30 AM,,9:45 AM,43.646652,-79.384396,44.304691,-78.323045,,,,
Greater Sudbury,Peterborough,3,5,398km,9h50min,$83.70,9:00 AM,2:30PM-4PM,6:50 PM,46.504838,-80.938205,43.646652,-79.384396,44.304691,-78.323045,,
Kitchener ,Peterborough,3,5,232km,7h15min,$34,9:30 AM,11:35AM-2:30PM,4:45 PM,43.449564,-80.492256,43.646652,-79.384396,44.304691,-78.323045,,
Barrie,Peterborough,3,5,217km,4h55min,$46.30,11:50 AM,1:30PM-2:30PM,4:45 PM,44.387776,-79.690978,43.646652,-79.384396,44.304691,-78.323045,,
Ottawa,Peterborough,3,5,268km,4h5min,$53.20,7:00 AM,,11:05 AM,45.408603,-75.695007,44.304691,-78.323045,,,,
North Bay ,Peterborough,3,5,321km,7h55min,$83.70,10:45 AM,1:40PM-2:30PM,6:40 PM,46.313901,-79.438546,45.826667,-77.110761,44.304691,-78.323045,,
Port Colborne,Peterborough,3,5,283km,11h20min,$29,5:25 AM,8:05AM-2:30PM,4:45 PM,42.886312,-79.251721,43.646652,-79.384396,44.304691,-78.323045,,
Hastings Highlands,Peterborough,3,5,N/A,,,,,,,,,,,,,
Port Colborne,London,3,1,198km,9h,$37.00,5:25 AM,8:05AM-10AM,2:25 PM,42.886312,-79.251721,43.646652,-79.384396,42.980546,-81.250705,"
",
Port Colborne,Hamilton,3,1,92km,6h5min,$24,5:25 AM,8:05AM-10AM,11:30 AM,42.886312,-79.251721,43.646652,-79.384396,43.253217,-79.869159,,
Port Colborne,Peterborough,3,1,RepeatFromAbove,,,,,,,,,,,,,
Port Colborne,Toronto,3,1,147km,2h40min,$14,5:25 AM,,8:05 AM,42.886312,-79.251721,43.646652,-79.384396,,,,
Port Colborne,Greater Sudbury,3,1,515km,16h5min,$67,5:25 AM,8:05AM-4PM,9:30 PM,42.886312,-79.251721,43.646652,-79.384396,46.504838,-80.938205,,
Port Colborne,Kitchener ,3,1,159km,5h,$25.00,5:25 AM,8:05AM-8:30AM,10:25 AM,42.886312,-79.251721,43.646652,-79.384396,43.449564,-80.492256,,
Port Colborne,Barrie,3,1,225km,11h55min,$26,5:25 AM,8:05AM-3:15PM,5:20 PM,42.886312,-79.251721,43.646652,-79.384396,44.387776,-79.690978,,
Port Colborne,Ottawa,3,1,594km,8h25min,$55,5:25 AM,8:05AM-8:30AM,1:50 PM,42.886312,-79.251721,43.646652,-79.384396,45.408603,-75.695007,,
Port Colborne,North Bay ,3,1,623km,28h50min,$104.40,5:25 AM,8:05AM-4PM-9:30PM-8:30AM,10:15 AM,42.886312,-79.251721,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546
Port Colborne,Hastings Highlands,3,1,409km,23h30min,$65.20,12:45 PM,4:05PM-8PM-9:55PM-10:15AM,12:15 PM,42.886312,-79.251721,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785
Port Colborne,London,3,2,198km,9h,$37.00,5:25 AM,8:05AM-10AM,2:25 PM,42.886312,-79.251721,43.646652,-79.384396,42.980546,-81.250705,,
Port Colborne,Hamilton,3,2,92km,6h5min,$24,5:25 AM,8:05AM-10AM,11:30 AM,42.886312,-79.251721,43.646652,-79.384396,43.253217,-79.869159,,
Port Colborne,Peterborough,3,2,RepeatFromAbove,,,,,,,,,,,,,
Port Colborne,Toronto,3,2,147km,3h20min,$18,12:45 PM,,4:05 PM,42.886312,-79.251721,43.646652,-79.384396,,,,
Port Colborne,Greater Sudbury,3,2,515km,16h5min,$67,5:25 AM,8:05AM-4PM,9:30 PM,42.886312,-79.251721,43.646652,-79.384396,46.504838,-80.938205,,
Port Colborne,Kitchener ,3,2,159km,5h,$25.00,5:25 AM,8:05AM-8:30AM,10:25 AM,42.886312,-79.251721,43.646652,-79.384396,43.449564,-80.492256,,
Port Colborne,Barrie,3,2,225km,11h55min,$26,5:25 AM,8:05AM-3:15PM,5:20 PM,42.886312,-79.251721,43.646652,-79.384396,44.387776,-79.690978,,
Port Colborne,Ottawa,3,2,594km,8h25min,$55,5:25 AM,8:05AM-8:30AM,1:50 PM,42.886312,-79.251721,43.646652,-79.384396,45.408603,-75.695007,,
Port Colborne,North Bay ,3,2,623km,28h50min,$104.40,5:25 AM,8:05AM-4PM-9:30PM-8:30AM,10:15 AM,42.886312,-79.251721,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546
Port Colborne,Hastings Highlands,3,2,409km,23h30min,$65.20,12:45 PM,4:05PM-8PM-9:55PM-10:15AM,12:15 PM,42.886312,-79.251721,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785
Port Colborne,London,3,3,198km,9h,$40.00,5:25 AM,8:05AM-10AM,2:25 PM,42.886312,-79.251721,43.646652,-79.384396,42.980546,-81.250705,,
Port Colborne,Hamilton,3,3,92km,6h5min,$25,5:25 AM,8:05AM-10AM,11:30 AM,42.886312,-79.251721,43.646652,-79.384396,43.253217,-79.869159,,
Port Colborne,Peterborough,3,3,RepeatFromAbove,,,,,,,,,,,,,
Port Colborne,Toronto,3,3,147km,3h20min,$16,12:45 PM,,4:05 PM,42.886312,-79.251721,43.646652,-79.384396,,,,
Port Colborne,Greater Sudbury,3,3,515km,16h5min,$68,5:25 AM,8:05AM-4PM,9:30 PM,42.886312,-79.251721,43.646652,-79.384396,46.504838,-80.938205,,
Port Colborne,Kitchener ,3,3,159km,7h30min ,$24,5:25 AM,8:05AM-10:30AM,12:55 PM,42.886312,-79.251721,43.646652,-79.384396,43.449564,-80.492256,,
Port Colborne,Barrie,3,3,225km,11h55min,$25,5:25 AM,8:05AM-3:15PM,5:20 PM,42.886312,-79.251721,43.646652,-79.384396,44.387776,-79.690978,,
Port Colborne,Ottawa,3,3,594km,8h25min,$66,5:25 AM,8:05AM-8:30AM,1:50 PM,42.886312,-79.251721,43.646652,-79.384396,45.408603,-75.695007,,
Port Colborne,North Bay ,3,3,623km,28h50min,$116.90,5:25 AM,8:05AM-4PM-9:30PM-8:30AM,10:15 AM,42.886312,-79.251721,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546
Port Colborne,Hastings Highlands,3,3,409km,23h30min,$69.20,12:45 PM,4:05PM-8PM-9:55PM-10:15AM,12:15 PM,42.886312,-79.251721,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785
Port Colborne,London,3,4,198km,9h,$37.00,5:25 AM,8:05AM-10AM,2:25 PM,42.886312,-79.251721,43.646652,-79.384396,42.980546,-81.250705,,
Port Colborne,Hamilton,3,4,92km,6h5min,$24,5:25 AM,8:05AM-10AM,11:30 AM,42.886312,-79.251721,43.646652,-79.384396,43.253217,-79.869159,,
Port Colborne,Peterborough,3,4,RepeatFromAbove,,,,,,,,,,,,,
Port Colborne,Toronto,3,4,147km,2h40min,$14,5:25 AM,,8:05 AM,42.886312,-79.251721,43.646652,-79.384396,,,,
Port Colborne,Greater Sudbury,3,4,515km,16h5min,$67,5:25 AM,8:05AM-4PM,9:30 PM,42.886312,-79.251721,43.646652,-79.384396,46.504838,-80.938205,,
Port Colborne,Kitchener ,3,4,159km,5h,$25.00,5:25 AM,8:05AM-8:30AM,10:25 AM,42.886312,-79.251721,43.646652,-79.384396,43.449564,-80.492256,,
Port Colborne,Barrie,3,4,225km,11h55min,$26,5:25 AM,8:05AM-3:15PM,5:20 PM,42.886312,-79.251721,43.646652,-79.384396,44.387776,-79.690978,,
Port Colborne,Ottawa,3,4,594km,8h25min,$55,5:25 AM,8:05AM-8:30AM,1:50 PM,42.886312,-79.251721,43.646652,-79.384396,45.408603,-75.695007,,
Port Colborne,North Bay ,3,4,623km,28h50min,$104.40,5:25 AM,8:05AM-4PM-9:30PM-8:30AM,10:15 AM,42.886312,-79.251721,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546
Port Colborne,Hastings Highlands,3,4,409km,23h30min,$65.20,12:45 PM,4:05PM-8PM-9:55PM-10:15AM,12:15 PM,42.886312,-79.251721,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785
Port Colborne,London,3,5,198km,9h,$40.00,5:25 AM,8:05AM-10AM,2:25 PM,42.886312,-79.251721,43.646652,-79.384396,42.980546,-81.250705,,
Port Colborne,Hamilton,3,5,92km,6h5min,$25,5:25 AM,8:05AM-10AM,11:30 AM,42.886312,-79.251721,43.646652,-79.384396,43.253217,-79.869159,,
Port Colborne,Peterborough,3,5,RepeatFromAbove,,,,,,,,,,,,,
Port Colborne,Toronto,3,5,147km,2h40min,$11,5:25 AM,,8:05 AM,42.886312,-79.251721,43.646652,-79.384396,,,,
Port Colborne,Greater Sudbury,3,5,515km,16h5min,$68,5:25 AM,8:05AM-4PM,9:30 PM,42.886312,-79.251721,43.646652,-79.384396,46.504838,-80.938205,,
Port Colborne,Kitchener ,3,5,159km,7h30min ,$24,5:25 AM,8:05AM-10:30AM,12:55 PM,42.886312,-79.251721,43.646652,-79.384396,43.449564,-80.492256,,
Port Colborne,Barrie,3,5,225km,11h55min,$25,5:25 AM,8:05AM-3:15PM,5:20 PM,42.886312,-79.251721,43.646652,-79.384396,44.387776,-79.690978,,
Port Colborne,Ottawa,3,5,594km,8h25min,$66,5:25 AM,8:05AM-8:30AM,1:50 PM,42.886312,-79.251721,43.646652,-79.384396,45.408603,-75.695007,,
Port Colborne,North Bay ,3,5,623km,28h50min,$116.90,5:25 AM,8:05AM-4PM-9:30PM-8:30AM,10:15 AM,42.886312,-79.251721,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546
Port Colborne,Hastings Highlands,3,5,409km,23h30min,$69.20,12:45 PM,4:05PM-8PM-9:55PM-10:15AM,12:15 PM,42.886312,-79.251721,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785
London,Port Colborne,3,1,198km,8h5min,$37,4:00 AM,6:35AM-9:30AM,12:05 PM,42.980546,-81.250705,43.646652,-79.384396,42.886312,-79.251721,,
Hamilton,Port Colborne,3,1,92km,8h35min,$25,11:00 AM,12:15PM-5:15PM,7:35 PM,43.253217,-79.869159,43.646652,-79.384396,42.886312,-79.251721,,
Peterborough,Port Colborne,3,1,RepeatFromAbove ,,,,,,,,,,,,,
Toronto,Port Colborne,3,1,147km,2h35min,$14,9:30 AM,,12:05 PM,43.646652,-79.384396,42.886312,-79.251721,,,,
Greater Sudbury,Port Colborne,3,1,515km,10h35min ,$67,9:00 AM,,7:35 PM,46.504838,-80.938205,43.646652,-79.384396,42.886312,-79.251721,,
