city_from,city_to,transitmode,persona,total distance,total time,total Cost,start time,transfertime,eagres time,stop1 lat,stop 1 long,stop 2 lat,stop 2 long,stp3 lat,stop 3 lon,
66,64,3,5,409km,23h30min,$69.20,12:45 PM,4:05PM-8PM-9:55PM-10:15AM,12:15 PM,KingAndClarenceMegabusStop,,UnionStation,,PeterboroughGreyhoundStation,,MaynoothGreyhound
75,66,3,1,198km,8h5min,$37,4:00 AM,6:35AM-9:30AM,12:05 PM,LondonGreyhound,,UnionStation,,KingAndClarenceMegabusStop,,
74,66,3,1,92km,8h35min,$25,11:00 AM,12:15PM-5:15PM,7:35 PM,HamiltonGO,,UnionStation,,KingAndClarenceMegabusStop,,
73,66,3,1,RepeatFromAbove ,,,,,,,,,,,,
72,66,3,1,147km,2h35min,$14,9:30 AM,,12:05 PM,UnionStation,,KingAndClarenceMegabusStop,,,,
71,66,3,1,515km,10h35min ,$67,9:00 AM,,7:35 PM,OntarioNorthlandSudburyBusDepot,,UnionStation,,KingAndClarenceMegabusStop,,
70,66,3,1,159km,7h5min,$24,5:00 AM,7AM-9:30AM,12:05 PM,CharlesStreetTerminal,,UnionStation,,KingAndClarenceMegabusStop,,
69,66,3,1,224km,6h35min,$24.51,5:30 AM,7:05AM-9:30AM,12:05 PM,BarrieBusTerminal,,UnionStation,,KingAndClarenceMegabusStop,,
68,66,3,1,594km,11h20min,$55,12:45 AM,6AM-9:30AM,12:05 PM,OttawaCentralStation,,UnionStation,,KingAndClarenceMegabusStop,,
67,66,3,1,623km,27h45min,$104.40,3:50 PM,5:45PM-9AM-2:30PM-5:15PM,7:35 PM,OntarioNorthlandNorthBayStation ,,OntarioNorthlandSudburyBusDepot,,UnionStation,,KingAndClarenceMegabusStop
64,66,3,1,N/A,,,,,,,,,,,,
75,66,3,2,198km,8h5min,$37,4:00 AM,6:35AM-9:30AM,12:05 PM,LondonGreyhound,,UnionStation,,KingAndClarenceMegabusStop,,
74,66,3,2,92km,8h35min,$25,11:00 AM,12:15PM-5:15PM,7:35 PM,HamiltonGO,,UnionStation,,KingAndClarenceMegabusStop,,
73,66,3,2,RepeatFromAbove,,,,,,,,,,,,
72,66,3,2,147km,2h35min,$14,9:30 AM,,12:05 PM,UnionStation,,KingAndClarenceMegabusStop,,,,
71,66,3,2,515km,10h35min ,$67,9:00 AM,,7:35 PM,OntarioNorthlandSudburyBusDepot,,UnionStation,,KingAndClarenceMegabusStop,,
70,66,3,2,159km,7h5min,$24,5:00 AM,7AM-9:30AM,12:05 PM,CharlesStreetTerminal,,UnionStation,,KingAndClarenceMegabusStop,,
69,66,3,2,224km,7h45min,$27,11:50 AM,1:30PM-5:15PM,7:35 PM,BarrieBusTerminal,,UnionStation,,KingAndClarenceMegabusStop,,
68,66,3,2,594km,8h20min,$65.50,11:15 AM,4:40PM-5:15PM,7:35 PM,OttawaCentralStation,,UnionStation,,KingAndClarenceMegabusStop,,
67,66,3,2,623km,27h45min,$104.40,3:50 PM,5:45PM-9AM-2:30PM-5:15PM,7:35 PM,OntarioNorthlandNorthBayStation ,,OntarioNorthlandSudburyBusDepot,,UnionStation,,KingAndClarenceMegabusStop
64,66,3,2,N/A,,,,,,,,,,,,
75,66,3,3,198km,8h5min,$45,4:00 AM,6:35AM-9:30AM,12:05 PM,LondonGreyhound,,UnionStation,,KingAndClarenceMegabusStop,,
74,66,3,3,92km,8h35min,$24,11:00 AM,12:15PM-5:15PM,7:35 PM,HamiltonGO,,UnionStation,,KingAndClarenceMegabusStop,,
73,66,3,3,RepeatFromAbove,,,,,,,,,,,,
72,66,3,3,147km,2h35min,$14,9:30 AM,,12:05 PM,UnionStation,,KingAndClarenceMegabusStop,,,,
71,66,3,3,515km,10h35min ,$68,9:00 AM,,7:35 PM,OntarioNorthlandSudburyBusDepot,,UnionStation,,KingAndClarenceMegabusStop,,
70,66,3,3,159km,5h5min,$24,2:30 PM,4:20PM-5:15PM,7:35 PM,CharlesStreetTerminal,,UnionStation,,KingAndClarenceMegabusStop,,
69,66,3,3,224km,7h45min,$25,11:50 AM,1:30PM-5:15PM,7:35 PM,BarrieBusTerminal,,UnionStation,,KingAndClarenceMegabusStop,,
68,66,3,3,594km,8h20min,$59.00,11:15 AM,4:40PM-5:15PM,7:35 PM,OttawaCentralStation,,UnionStation,,KingAndClarenceMegabusStop,,
67,66,3,3,623km,27h45min,$116.90,3:50 PM,5:45PM-9AM-2:30PM-5:15PM,7:35 PM,OntarioNorthlandNorthBayStation ,,OntarioNorthlandSudburyBusDepot,,UnionStation,,KingAndClarenceMegabusStop
64,66,3,3,N/A,,,,,,,,,,,,
75,66,3,4,198km,8h5min,$37,4:00 AM,6:35AM-9:30AM,12:05 PM,LondonGreyhound,,UnionStation,,KingAndClarenceMegabusStop,,
74,66,3,4,92km,8h35min,$25,11:00 AM,12:15PM-5:15PM,7:35 PM,HamiltonGO,,UnionStation,,KingAndClarenceMegabusStop,,
73,66,3,4,RepeatFromAbove,,,,,,,,,,,,
72,66,3,4,147km,2h35min,$14,9:30 AM,,12:05 PM,UnionStation,,KingAndClarenceMegabusStop,,,,
71,66,3,4,515km,10h35min ,$67,9:00 AM,,7:35 PM,OntarioNorthlandSudburyBusDepot,,UnionStation,,KingAndClarenceMegabusStop,,
70,66,3,4,159km,7h5min,$24,5:00 AM,7AM-9:30AM,12:05 PM,CharlesStreetTerminal,,UnionStation,,KingAndClarenceMegabusStop,,
69,66,3,4,224km,6h35min,$24.51,5:30 AM,7:05AM-9:30AM,12:05 PM,BarrieBusTerminal,,UnionStation,,KingAndClarenceMegabusStop,,
68,66,3,4,594km,11h20min,$55,12:45 AM,6AM-9:30AM,12:05 PM,OttawaCentralStation,,UnionStation,,KingAndClarenceMegabusStop,,
67,66,3,4,623km,27h45min,$104.40,3:50 PM,5:45PM-9AM-2:30PM-5:15PM,7:35 PM,OntarioNorthlandNorthBayStation ,,OntarioNorthlandSudburyBusDepot,,UnionStation,,KingAndClarenceMegabusStop
64,66,3,4,N/A,,,,,,,,,,,,
75,66,3,5,198km,8h5min,$45,4:00 AM,6:35AM-9:30AM,12:05 PM,LondonGreyhound,,UnionStation,,KingAndClarenceMegabusStop,,
74,66,3,5,92km,8h35min,$24,11:00 AM,12:15PM-5:15PM,7:35 PM,HamiltonGO,,UnionStation,,KingAndClarenceMegabusStop,,
73,66,3,5,RepeatFromAbove,,,,,,,,,,,,
72,66,3,5,147km,2h35min,$14,9:30 AM,,12:05 PM,UnionStation,,KingAndClarenceMegabusStop,,,,
71,66,3,5,515km,10h35min ,$68,9:00 AM,,7:35 PM,OntarioNorthlandSudburyBusDepot,,UnionStation,,KingAndClarenceMegabusStop,,
70,66,3,5,159km,5h5min,$24,2:30 PM,4:20PM-5:15PM,7:35 PM,CharlesStreetTerminal,,UnionStation,,KingAndClarenceMegabusStop,,
69,66,3,5,224km,7h45min,$25,11:50 AM,1:30PM-5:15PM,7:35 PM,BarrieBusTerminal,,UnionStation,,KingAndClarenceMegabusStop,,
68,66,3,5,594km,11h20min,$69,12:45 AM,6AM-9:30AM,12:05 PM,OttawaCentralStation,,UnionStation,,KingAndClarenceMegabusStop,,
67,66,3,5,623km,27h45min,$116.90,3:50 PM,5:45PM-9AM-2:30PM-5:15PM,7:35 PM,OntarioNorthlandNorthBayStation ,,OntarioNorthlandSudburyBusDepot,,UnionStation,,KingAndClarenceMegabusStop
64,66,3,5,N/A,,,,,,,,,,,,
