city_from,city_to,transitmode,persona,total distance,time,total Cost,start time,transfertime,eagres time,stop 1 lat,stop 1 long,stop 2 lat,stop 2 long,stop 3 lat,stop 3 long,stop 4 lat,stop 4 long,rowiid
Kitchener ,Toronto,3,1,109km,115,$11,6:25 AM,,8:20 AM,43.449564,-80.492256,43.646652,-79.384396,,,,,163
Kitchener ,Greater Sudbury,3,1,463km,540,$85.10,12:30 PM,2:30PM-4PM,9:30 PM,43.449564,-80.492256,43.646652,-79.384396,46.504838,-80.938205,,,164
Kitchener ,Barrie,3,1,155km,290,$22.40,12:30 PM,2:30-3:15PM,5:20 PM,43.449564,-80.492256,43.646652,-79.384396,44.387776,-79.690978,,,165
Kitchener ,Ottawa,3,1,543km,500,$100.90,5:30 AM,7:30AM-8:30AM,1:50 PM,43.449564,-80.492256,43.646652,-79.384396,45.408603,-75.695007,,,166
Kitchener ,North Bay ,3,1,420km,1305,$104.20,12:30 PM,2:30PM-4PM-9:30PM-8:30AM,10:15 AM,43.449564,-80.492256,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546,167
Kitchener ,Hastings Highlands,3,1,358km,2400,$81.10,8:15 PM,10:40PM-2:30PM-4:45PM-10:15AM,12:15 PM,43.449564,-80.492256,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785,168
Kitchener ,London,3,2,110km,95,$12.21,9:00 AM,,10:35 AM,43.449564,-80.492256,42.980546,-81.250705,,,,,169
Kitchener ,Hamilton,3,2,66km,90,$10,9:30 AM,,11:00 AM,43.449564,-80.492256,43.253217,-79.869159,,,,,170
Kitchener ,Toronto,3,2,109km,125,$13.50,9:30 AM,,11:35 AM,43.449564,-80.492256,43.646652,-79.384396,,,,,171
Kitchener ,Greater Sudbury,3,2,463km,540,$85.10,12:30 PM,2:30PM-4PM,9:30 PM,43.449564,-80.492256,43.646652,-79.384396,46.504838,-80.938205,,,172
Kitchener ,Barrie,3,2,155km,290,$22.40,12:30 PM,2:30-3:15PM,5:20 PM,43.449564,-80.492256,43.646652,-79.384396,44.387776,-79.690978,,,173
Kitchener ,Ottawa,3,2,543km,500,$100.90,5:30 AM,7:30AM-8:30AM,1:50 PM,43.449564,-80.492256,43.646652,-79.384396,45.408603,-75.695007,,,174
Kitchener ,North Bay ,3,2,420km,1305,$104.20,12:30 PM,2:30PM-4PM-9:30PM-8:30AM,10:15 AM,43.449564,-80.492256,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546,175
Kitchener ,Hastings Highlands,3,2,358km,2400,$81.10,8:15 PM,10:40PM-2:30PM-4:45PM-10:15AM,12:15 PM,43.449564,-80.492256,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785,176
Kitchener ,London,3,3,110km,95,$17.70,9:00 AM,,10:35 AM,43.449564,-80.492256,42.980546,-81.250705,,,,,177
Kitchener ,Hamilton,3,3,66km,90,$10,9:30 AM,,11:00 AM,43.449564,-80.492256,43.253217,-79.869159,,,,,178
Kitchener ,Toronto,3,3,109km,125,$20.00,9:30 AM,,11:35 AM,43.449564,-80.492256,43.646652,-79.384396,,,,,179
Kitchener ,Greater Sudbury,3,3,463km,540,$109.60,12:30 PM,2:30PM-4PM,9:30 PM,43.449564,-80.492256,43.646652,-79.384396,46.504838,-80.938205,,,180
Kitchener ,Barrie,3,3,155km,290,$31.40,12:30 PM,2:30-3:15PM,5:20 PM,43.449564,-80.492256,43.646652,-79.384396,44.387776,-79.690978,,,181
Kitchener ,Ottawa,3,3,543km,540,$127.40,8:00 AM,10:55AM-11:30AM,5:00 PM,43.449564,-80.492256,43.646652,-79.384396,45.408603,-75.695007,,,182
Kitchener ,North Bay ,3,3,420km,1305,$134.70,12:30 PM,2:30PM-4PM-9:30PM-8:30AM,10:15 AM,43.449564,-80.492256,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546,183
Kitchener ,Hastings Highlands,3,3,358km,960,$81.10,8:15 PM,10:40PM-7:30AM-9:45AM-10:15AM,12:15 PM,43.449564,-80.492256,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785,184
Kitchener ,London,3,4,110km,95,$12.21,9:00 AM,,10:35 AM,43.449564,-80.492256,42.980546,-81.250705,,,,,185
Kitchener ,Hamilton,3,4,66km,90,$10,9:30 AM,,11:00 AM,43.449564,-80.492256,43.253217,-79.869159,,,,,186
Kitchener ,Toronto,3,4,109km,125,$13.50,9:30 AM,,11:35 AM,43.449564,-80.492256,43.646652,-79.384396,,,,,187
Kitchener ,Greater Sudbury,3,4,463km,540,$85.10,12:30 PM,2:30PM-4PM,9:30 PM,43.449564,-80.492256,43.646652,-79.384396,46.504838,-80.938205,,,188
Kitchener ,Barrie,3,4,155km,290,$22.40,12:30 PM,2:30-3:15PM,5:20 PM,43.449564,-80.492256,43.646652,-79.384396,44.387776,-79.690978,,,189
Kitchener ,Ottawa,3,4,543km,500,$100.90,5:30 AM,7:30AM-8:30AM,1:50 PM,43.449564,-80.492256,43.646652,-79.384396,45.408603,-75.695007,,,190
Kitchener ,North Bay ,3,4,420km,1305,$104.20,12:30 PM,2:30PM-4PM-9:30PM-8:30AM,10:15 AM,43.449564,-80.492256,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546,191
Kitchener ,Hastings Highlands,3,4,358km,2400,$81.10,8:15 PM,10:40PM-2:30PM-4:45PM-10:15AM,12:15 PM,43.449564,-80.492256,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785,192
Kitchener ,London,3,5,110km,95,$17.70,9:00 AM,,10:35 AM,43.449564,-80.492256,42.980546,-81.250705,,,,,193
Kitchener ,Hamilton,3,5,66km,90,$10,9:30 AM,,11:00 AM,43.449564,-80.492256,43.253217,-79.869159,,,,,194
Kitchener ,Toronto,3,5,109km,125,$20.00,9:30 AM,,11:35 AM,43.449564,-80.492256,43.646652,-79.384396,,,,,195
Kitchener ,Greater Sudbury,3,5,463km,540,$109.60,12:30 PM,2:30PM-4PM,9:30 PM,43.449564,-80.492256,43.646652,-79.384396,46.504838,-80.938205,,,196
Kitchener ,Barrie,3,5,155km,290,$31.40,12:30 PM,2:30-3:15PM,5:20 PM,43.449564,-80.492256,43.646652,-79.384396,44.387776,-79.690978,,,197
Kitchener ,Ottawa,3,5,543km,540,$127.40,8:00 AM,10:55AM-11:30AM,5:00 PM,43.449564,-80.492256,43.646652,-79.384396,45.408603,-75.695007,,,198
Kitchener ,North Bay ,3,5,420km,1305,$134.70,12:30 PM,2:30PM-4PM-9:30PM-8:30AM,10:15 AM,43.449564,-80.492256,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546,199
Kitchener ,Hastings Highlands,3,5,358km,960,$81.10,8:15 PM,10:40PM-7:30AM-9:45AM-10:15AM,12:15 PM,43.449564,-80.492256,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785,200
Barrie,London,3,1,253km,300,$56.50,5:30 AM,7:05AM-8AM,10:30 AM,44.387776,-79.690978,43.646652,-79.384396,42.980546,-81.250705,,,201
Barrie,Hamilton,3,1,144km,360,$31.70,5:30 AM,7:05AM-10AM,11:30 AM,44.387776,-79.690978,43.646652,-79.384396,43.253217,-79.869159,,,202
Barrie,Toronto,3,1,109km,95,$12,5:30 AM,,7:05 AM,44.387776,-79.690978,43.646652,-79.384396,,,,,203
Barrie,Greater Sudbury,3,1,292km,580,$55,11:50 AM,1:30PM-4PM,9:30 PM,44.387776,-79.690978,43.646652,-79.384396,46.504838,-80.938205,,,204
Barrie,Kitchener ,3,1,154km,295,$19.90,5:30 AM,7:05AM-8:30AM,10:25 AM,44.387776,-79.690978,43.646652,-79.384396,43.449564,-80.492256,,,205
Barrie,Ottawa,3,1,412km,500,$87.20,5:30 AM,7:05AM-8:30AM,1:50 PM,44.387776,-79.690978,43.646652,-79.384396,45.408603,-75.695007,,,206
Barrie,North Bay ,3,1,249km,1345,$50.50,11:50 AM,1:30PM-4PM-9:30PM-8:30AM,10:15 AM,44.387776,-79.690978,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546,207
Barrie,Hastings Highlands,3,1,272km,1020,$81.10,7:15 PM,8:50PM-7:30AM-9:45-10:15AM,12:15 PM,44.387776,-79.690978,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785,208
Barrie,London,3,2,253km,300,$56.50,5:30 AM,7:05AM-8AM,10:30 AM,44.387776,-79.690978,43.646652,-79.384396,42.980546,-81.250705,,,209
Barrie,Hamilton,3,2,144km,360,$31.70,5:30 AM,7:05AM-10AM,11:30 AM,44.387776,-79.690978,43.646652,-79.384396,43.253217,-79.869159,,,210
Barrie,Toronto,3,2,109km,100,$13,11:50 AM,,1:30 PM,44.387776,-79.690978,43.646652,-79.384396,,,,,211
Barrie,Greater Sudbury,3,2,292km,580,$55,11:50 AM,1:30PM-4PM,9:30 PM,44.387776,-79.690978,43.646652,-79.384396,46.504838,-80.938205,,,212
Barrie,Kitchener ,3,2,154km,310,$22.40,11:50 AM,1:30PM-2PM,5:00 PM,44.387776,-79.690978,43.646652,-79.384396,43.449564,-80.492256,,,213
Barrie,Ottawa,3,2,412km,500,$87.20,5:30 AM,7:05AM-8:30AM,1:50 PM,44.387776,-79.690978,43.646652,-79.384396,45.408603,-75.695007,,,214
Barrie,North Bay ,3,2,249km,1345,$50.50,11:50 AM,1:30PM-4PM-9:30PM-8:30AM,10:15 AM,44.387776,-79.690978,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546,215
Barrie,Hastings Highlands,3,2,272km,1020,$81.10,7:15 PM,8:50PM-7:30AM-9:45-10:15AM,12:15 PM,44.387776,-79.690978,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785,216
Barrie,London,3,3,253km,340,$53.20,11:50 AM,1:30PM-2:30PM,5:30 PM,44.387776,-79.690978,43.646652,-79.384396,42.980546,-81.250705,,,217
Barrie,Hamilton,3,3,144km,540,$43.20,11:50 AM,1:30PM-2:30PM-3:15PM-8:05PM,8:50 PM,44.387776,-79.690978,43.646652,-79.384396,43.646652,-79.384396,43.253217,-79.869159,218
Barrie,Toronto,3,3,109km,100,$18,11:50 AM,,1:30 PM,44.387776,-79.690978,43.646652,-79.384396,,,,,219
Barrie,Greater Sudbury,3,3,292km,580,$71,11:50 AM,1:30PM-4PM,9:30 PM,44.387776,-79.690978,43.646652,-79.384396,46.504838,-80.938205,,,220
Barrie,Kitchener ,3,3,154km,310,$31.40,11:50 AM,1:30PM-2PM,5:00 PM,44.387776,-79.690978,43.646652,-79.384396,43.449564,-80.492256,,,221
Barrie,Ottawa,3,3,412km,490,$101.20,11:50 AM,1:30PM-2:30PM,8:00 PM,44.387776,-79.690978,43.646652,-79.384396,45.408603,-75.695007,,,222
Barrie,North Bay ,3,3,249km,1345,$65.00,11:50 AM,1:30PM-4PM-9:30PM-8:30AM,10:15 AM,44.387776,-79.690978,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546,223
Barrie,Hastings Highlands,3,3,272km,1465,$64.80,11:50 AM,1:30PM-2:30PM-4:45PM-10:15AM,12:15 PM,44.387776,-79.690978,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785,224
Barrie,London,3,4,253km,300,$56.50,5:30 AM,7:05AM-8AM,10:30 AM,44.387776,-79.690978,43.646652,-79.384396,42.980546,-81.250705,,,225
Barrie,Hamilton,3,4,144km,360,$31.70,5:30 AM,7:05AM-10AM,11:30 AM,44.387776,-79.690978,43.646652,-79.384396,43.253217,-79.869159,,,226
Barrie,Toronto,3,4,109km,100,$13,11:50 AM,,1:30 PM,44.387776,-79.690978,43.646652,-79.384396,,,,,227
Barrie,Greater Sudbury,3,4,292km,580,$55,11:50 AM,1:30PM-4PM,9:30 PM,44.387776,-79.690978,43.646652,-79.384396,46.504838,-80.938205,,,228
Barrie,Kitchener ,3,4,154km,310,$22.40,11:50 AM,1:30PM-2PM,5:00 PM,44.387776,-79.690978,43.646652,-79.384396,43.449564,-80.492256,,,229
Barrie,Ottawa,3,4,412km,500,$87.20,5:30 AM,7:05AM-8:30AM,1:50 PM,44.387776,-79.690978,43.646652,-79.384396,45.408603,-75.695007,,,230
Barrie,North Bay ,3,4,249km,1345,$50.50,11:50 AM,1:30PM-4PM-9:30PM-8:30AM,10:15 AM,44.387776,-79.690978,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546,231
Barrie,Hastings Highlands,3,4,272km,1020,$81.10,7:15 PM,8:50PM-7:30AM-9:45-10:15AM,12:15 PM,44.387776,-79.690978,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785,232
Barrie,London,3,5,253km,340,$53.20,11:50 AM,1:30PM-2:30PM,5:30 PM,44.387776,-79.690978,43.646652,-79.384396,42.980546,-81.250705,,,233
Barrie,Hamilton,3,5,144km,540,$43.20,11:50 AM,1:30PM-2:30PM-3:15PM-8:05PM,8:50 PM,44.387776,-79.690978,43.646652,-79.384396,43.646652,-79.384396,43.253217,-79.869159,234
Barrie,Toronto,3,5,109km,100,$18,11:50 AM,,1:30 PM,44.387776,-79.690978,43.646652,-79.384396,,,,,235
Barrie,Greater Sudbury,3,5,292km,580,$71,11:50 AM,1:30PM-4PM,9:30 PM,44.387776,-79.690978,43.646652,-79.384396,46.504838,-80.938205,,,236
Barrie,Kitchener ,3,5,154km,310,$31.40,11:50 AM,1:30PM-2PM,5:00 PM,44.387776,-79.690978,43.646652,-79.384396,43.449564,-80.492256,,,237
Barrie,Ottawa,3,5,412km,490,$101.20,11:50 AM,1:30PM-2:30PM,8:00 PM,44.387776,-79.690978,43.646652,-79.384396,45.408603,-75.695007,,,238
Barrie,North Bay ,3,5,249km,1345,$65.00,11:50 AM,1:30PM-4PM-9:30PM-8:30AM,10:15 AM,44.387776,-79.690978,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546,239
Barrie,Hastings Highlands,3,5,272km,1465,$64.80,11:50 AM,1:30PM-2:30PM-4:45PM-10:15AM,12:15 PM,44.387776,-79.690978,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785,240
Ottawa,London,3,1,580km,585,$75,12:45 AM,6AM-8AM,10:30 AM,45.408603,-75.695007,43.646652,-79.384396,42.980546,-81.250705,,,241
Ottawa,Hamilton,3,1,476km,645,$65,12:45 AM,6AM-10AM,11:30 AM,45.408603,-75.695007,43.646652,-79.384396,43.253217,-79.869159,,,242
Ottawa,Toronto,3,1,450km,315,$41,12:45 AM,,6:00 AM,45.408603,-75.695007,43.646652,-79.384396,,,,,243
Ottawa,Greater Sudbury,3,1,484km,465,$56,10:00 AM,,5:45 PM,45.408603,-75.695007,46.504838,-80.938205,,,,,244
Ottawa,Kitchener ,3,1,502km,495,$84.90,12:45 AM,6AM-6:45AM,9:00 AM,45.408603,-75.695007,43.646652,-79.384396,43.449564,-80.492256,,,245
Ottawa,Barrie,3,1,412km,620,$87.20,7:00 AM,1:05PM-3:15PM,5:20 PM,45.408603,-75.695007,43.646652,-79.384396,44.387776,-79.690978,,,246
Ottawa,North Bay ,3,1,358km,320,$59,10:00 AM,,3:20 PM,45.408603,-75.695007,46.313901,-79.438546,,,,,247
Ottawa,Hastings Highlands,3,1,289km,400,$58.60,10:00 AM,12:05-2:30PM,4:40 PM,45.408603,-75.695007,45.826667,-77.110761,45.231021,-77.937785,,,248
Ottawa,London,3,2,580km,585,$75,12:45 AM,6AM-8AM,10:30 AM,45.408603,-75.695007,43.646652,-79.384396,42.980546,-81.250705,,,249
Ottawa,Hamilton,3,2,476km,645,$65,12:45 AM,6AM-10AM,11:30 AM,45.408603,-75.695007,43.646652,-79.384396,43.253217,-79.869159,,,250
Ottawa,Toronto,3,2,450km,365,$51.50,7:00 AM,,1:05 PM,45.408603,-75.695007,43.646652,-79.384396,,,,,251
Ottawa,Greater Sudbury,3,2,484km,465,$56,10:00 AM,,5:45 PM,45.408603,-75.695007,46.504838,-80.938205,,,,,252
Ottawa,Kitchener ,3,2,502km,600,$100.90,7:00 AM,1:05PM-2PM,5:00 PM,45.408603,-75.695007,43.646652,-79.384396,43.449564,-80.492256,,,253
Ottawa,Barrie,3,2,412km,620,$87.20,7:00 AM,1:05PM-3:15PM,5:20 PM,45.408603,-75.695007,43.646652,-79.384396,44.387776,-79.690978,,,254
Ottawa,North Bay ,3,2,358km,320,$59,10:00 AM,,3:20 PM,45.408603,-75.695007,46.313901,-79.438546,,,,,255
Ottawa,Hastings Highlands,3,2,289km,400,$58.60,10:00 AM,12:05-2:30PM,4:40 PM,45.408603,-75.695007,45.826667,-77.110761,45.231021,-77.937785,,,256
Ottawa,London,3,3,580km,585,$113,12:45 AM,6AM-8AM,10:30 AM,45.408603,-75.695007,43.646652,-79.384396,42.980546,-81.250705,,,257
Ottawa,Hamilton,3,3,476km,470,$80,1:00 PM,5:40PM-7:15PM,8:50 PM,45.408603,-75.695007,43.775108,-79.254744,43.253217,-79.869159,,,258
Ottawa,Toronto,3,3,450km,365,$55.00,7:00 AM,,1:05 PM,45.408603,-75.695007,43.646652,-79.384396,,,,,259
Ottawa,Greater Sudbury,3,3,484km,465,$88,10:00 AM,,5:45 PM,45.408603,-75.695007,46.504838,-80.938205,,,,,260
Ottawa,Kitchener ,3,3,502km,600,$127.40,7:00 AM,1:05PM-2PM,5:00 PM,45.408603,-75.695007,43.646652,-79.384396,43.449564,-80.492256,,,261
Ottawa,Barrie,3,3,412km,620,$110.20,7:00 AM,1:05PM-3:15PM,5:20 PM,45.408603,-75.695007,43.646652,-79.384396,44.387776,-79.690978,,,262
Ottawa,North Bay ,3,3,358km,320,$89,10:00 AM,,3:20 PM,45.408603,-75.695007,46.313901,-79.438546,,,,,263
Ottawa,Hastings Highlands,3,3,289km,400,$58.60,10:00 AM,12:05-2:30PM,4:40 PM,45.408603,-75.695007,45.826667,-77.110761,45.231021,-77.937785,,,264
Ottawa,London,3,4,580km,585,$75,12:45 AM,6AM-8AM,10:30 AM,45.408603,-75.695007,43.646652,-79.384396,42.980546,-81.250705,,,265
Ottawa,Hamilton,3,4,476km,645,$65,12:45 AM,6AM-10AM,11:30 AM,45.408603,-75.695007,43.646652,-79.384396,43.253217,-79.869159,,,266
Ottawa,Toronto,3,4,450km,365,$51.50,7:00 AM,,1:05 PM,45.408603,-75.695007,43.646652,-79.384396,,,,,267
Ottawa,Greater Sudbury,3,4,484km,465,$56,10:00 AM,,5:45 PM,45.408603,-75.695007,46.504838,-80.938205,,,,,268
Ottawa,Kitchener ,3,4,502km,600,$100.90,7:00 AM,1:05PM-2PM,5:00 PM,45.408603,-75.695007,43.646652,-79.384396,43.449564,-80.492256,,,269
Ottawa,Barrie,3,4,412km,620,$87.20,7:00 AM,1:05PM-3:15PM,5:20 PM,45.408603,-75.695007,43.646652,-79.384396,44.387776,-79.690978,,,270
Ottawa,North Bay ,3,4,358km,320,$59,10:00 AM,,3:20 PM,45.408603,-75.695007,46.313901,-79.438546,,,,,271
Ottawa,Hastings Highlands,3,4,289km,400,$58.60,10:00 AM,12:05-2:30PM,4:40 PM,45.408603,-75.695007,45.826667,-77.110761,45.231021,-77.937785,,,272
Ottawa,London,3,5,580km,585,$113,12:45 AM,6AM-8AM,10:30 AM,45.408603,-75.695007,43.646652,-79.384396,42.980546,-81.250705,,,273
Ottawa,Hamilton,3,5,476km,470,$80,1:00 PM,5:40PM-7:15PM,8:50 PM,45.408603,-75.695007,43.775108,-79.254744,43.253217,-79.869159,,,274
Ottawa,Toronto,3,5,450km,365,$55.00,7:00 AM,,1:05 PM,45.408603,-75.695007,43.646652,-79.384396,,,,,275
Ottawa,Greater Sudbury,3,5,484km,465,$88,10:00 AM,,5:45 PM,45.408603,-75.695007,46.504838,-80.938205,,,,,276
Ottawa,Kitchener ,3,5,502km,600,$127.40,7:00 AM,1:05PM-2PM,5:00 PM,45.408603,-75.695007,43.646652,-79.384396,43.449564,-80.492256,,,277
Ottawa,Barrie,3,5,412km,620,$110.20,7:00 AM,1:05PM-3:15PM,5:20 PM,45.408603,-75.695007,43.646652,-79.384396,44.387776,-79.690978,,,278
Ottawa,North Bay ,3,5,358km,320,$89,10:00 AM,,3:20 PM,45.408603,-75.695007,46.313901,-79.438546,,,,,279
Ottawa,Hastings Highlands,3,5,289km,400,$58.60,10:00 AM,12:05-2:30PM,4:40 PM,45.408603,-75.695007,45.826667,-77.110761,45.231021,-77.937785,,,280
North Bay ,London,3,1,496km,1540,$90.40,3:50 PM,5:45PM-9AM-1:35PM-3:15PM,5:30 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,42.980546,-81.250705,281
North Bay ,Hamilton,3,1,392km,1740,$72.70,3:50 PM,5:45PM-9AM-1:35PM-8:05PM,8:50 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,43.253217,-79.869159,282
North Bay ,Toronto,3,1,357km ,1360,$90.40,3:50 PM,5:45PM-9AM,2:30 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,,,283
North Bay ,Greater Sudbury,3,1,127km,115,$25.60,3:50 PM,,5:45 PM,46.313901,-79.438546,46.504838,-80.938205,,,,,284
North Bay ,Kitchener ,3,1,402km,1565,$122.20,3:50 PM,5:45PM-9AM-2:30PM-3:30PM,5:55 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,43.449564,-80.492256,285
North Bay ,Barrie,3,1,249km,1530,$59,3:50 PM,5:45PM-9AM-2:30PM-3:15PM,5:20 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,44.387776,-79.690978,286
North Bay ,Ottawa,3,1,359km,320,$73.50,10:45 AM,,4:05 PM,46.313901,-79.438546,45.408603,-75.695007,,,,,287
North Bay ,Hastings Highlands,3,1,318km,355,$81,10:45 AM,1:40PM-2:30PM,4:40 PM,46.313901,-79.438546,45.826667,-77.110761,45.231021,-77.937785,,,288
North Bay ,London,3,2,496km,1540,$90.40,3:50 PM,5:45PM-9AM-1:35PM-3:15PM,5:30 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,42.980546,-81.250705,289
North Bay ,Hamilton,3,2,392km,1740,$72.70,3:50 PM,5:45PM-9AM-1:35PM-8:05PM,8:50 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,43.253217,-79.869159,290
North Bay ,Toronto,3,2,357km ,1360,$90.40,3:50 PM,5:45PM-9AM,2:30 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,,,291
North Bay ,Greater Sudbury,3,2,127km,115,$25.60,3:50 PM,,5:45 PM,46.313901,-79.438546,46.504838,-80.938205,,,,,292
North Bay ,Kitchener ,3,2,402km,1565,$122.20,3:50 PM,5:45PM-9AM-2:30PM-3:30PM,5:55 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,43.449564,-80.492256,293
North Bay ,Barrie,3,2,249km,1530,$59,3:50 PM,5:45PM-9AM-2:30PM-3:15PM,5:20 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,44.387776,-79.690978,294
North Bay ,Ottawa,3,2,359km,320,$73.50,10:45 AM,,4:05 PM,46.313901,-79.438546,45.408603,-75.695007,,,,,295
North Bay ,Hastings Highlands,3,2,318km,355,$81,10:45 AM,1:40PM-2:30PM,4:40 PM,46.313901,-79.438546,45.826667,-77.110761,45.231021,-77.937785,,,296
North Bay ,London,3,3,496km,1540,$88.40,3:50 PM,5:45PM-9AM-1:35PM-3:15PM,5:30 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,42.980546,-81.250705,297
North Bay ,Hamilton,3,3,392km,1740,$94.20,3:50 PM,5:45PM-9AM-1:35PM-8:05PM,8:50 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,43.253217,-79.869159,298
North Bay ,Toronto,3,3,357km ,1360,$116.90,3:50 PM,5:45PM-9AM,2:30 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,,,299
North Bay ,Greater Sudbury,3,3,127km,115,$33.60,3:50 PM,,5:45 PM,46.313901,-79.438546,46.504838,-80.938205,,,,,300
North Bay ,Kitchener ,3,3,402km,1565,$134.70,3:50 PM,5:45PM-9AM-2:30PM-3:30PM,5:55 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,43.449564,-80.492256,301
North Bay ,Barrie,3,3,249km,1530,$65,3:50 PM,5:45PM-9AM-2:30PM-3:15PM,5:20 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,44.387776,-79.690978,302
North Bay ,Ottawa,3,3,359km,320,$81.00,10:45 AM,,4:05 PM,46.313901,-79.438546,45.408603,-75.695007,,,,,303
North Bay ,Hastings Highlands,3,3,318km,355,$81,10:45 AM,1:40PM-2:30PM,4:40 PM,46.313901,-79.438546,45.826667,-77.110761,45.231021,-77.937785,,,304
North Bay ,London,3,4,496km,1540,$90.40,3:50 PM,5:45PM-9AM-1:35PM-3:15PM,5:30 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,42.980546,-81.250705,305
North Bay ,Hamilton,3,4,392km,1740,$72.70,3:50 PM,5:45PM-9AM-1:35PM-8:05PM,8:50 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,43.253217,-79.869159,306
North Bay ,Toronto,3,4,357km ,1360,$90.40,3:50 PM,5:45PM-9AM,2:30 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,,,307
North Bay ,Greater Sudbury,3,4,127km,115,$25.60,3:50 PM,,5:45 PM,46.313901,-79.438546,46.504838,-80.938205,,,,,308
North Bay ,Kitchener ,3,4,402km,1565,$122.20,3:50 PM,5:45PM-9AM-2:30PM-3:30PM,5:55 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,43.449564,-80.492256,309
North Bay ,Barrie,3,4,249km,1530,$59,3:50 PM,5:45PM-9AM-2:30PM-3:15PM,5:20 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,44.387776,-79.690978,310
North Bay ,Ottawa,3,4,359km,320,$73.50,10:45 AM,,4:05 PM,46.313901,-79.438546,45.408603,-75.695007,,,,,311
North Bay ,Hastings Highlands,3,4,318km,355,$81,10:45 AM,1:40PM-2:30PM,4:40 PM,46.313901,-79.438546,45.826667,-77.110761,45.231021,-77.937785,,,312
North Bay ,London,3,5,496km,1540,$88.40,3:50 PM,5:45PM-9AM-1:35PM-3:15PM,5:30 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,42.980546,-81.250705,313
North Bay ,Hamilton,3,5,392km,1740,$94.20,3:50 PM,5:45PM-9AM-1:35PM-8:05PM,8:50 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,43.253217,-79.869159,314
North Bay ,Toronto,3,5,357km ,1360,$116.90,3:50 PM,5:45PM-9AM,2:30 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,,,315
North Bay ,Greater Sudbury,3,5,127km,115,$33.60,3:50 PM,,5:45 PM,46.313901,-79.438546,46.504838,-80.938205,,,,,316
North Bay ,Kitchener ,3,5,402km,1565,$134.70,3:50 PM,5:45PM-9AM-2:30PM-3:30PM,5:55 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,43.449564,-80.492256,317
North Bay ,Barrie,3,5,249km,1530,$65,3:50 PM,5:45PM-9AM-2:30PM-3:15PM,5:20 PM,46.313901,-79.438546,46.504838,-80.938205,43.646652,-79.384396,44.387776,-79.690978,318
North Bay ,Ottawa,3,5,359km,320,$81.00,10:45 AM,,4:05 PM,46.313901,-79.438546,45.408603,-75.695007,,,,,319
North Bay ,Hastings Highlands,3,5,318km,355,$81,10:45 AM,1:40PM-2:30PM,4:40 PM,46.313901,-79.438546,45.826667,-77.110761,45.231021,-77.937785,,,320
